geometry,tile_id,country,region,pos_sig_diff,neg_sig_diff,pos_nonsig_diff,neg_nonsig_diff
"POLYGON ((-3.2938227084382454 10.180906553354577, -2.9943842803984047 10.180906553354577, -2.9943842803984047 10.480344981394417, -3.2938227084382454 10.480344981394417, -3.2938227084382454 10.180906553354577))",-4_11_4,BFA,Sud-Ouest,3.3867485930112656e-05,2.77789971151323e-05,1.5132924167064128e-06,1.4773365180526443e-06
"POLYGON ((-3.2938227084382454 10.480344981394417, -2.9943842803984047 10.480344981394417, -2.9943842803984047 10.779783409434257, -3.2938227084382454 10.779783409434257, -3.2938227084382454 10.480344981394417))",-4_11_7,BFA,Sud-Ouest,6.408703201428209e-05,0.00012171464156083452,2.8178028457125898e-06,7.026440923049544e-06
"POLYGON ((-2.9943842803984047 9.881468125314736, -2.694945852358564 9.881468125314736, -2.694945852358564 10.180906553354577, -2.9943842803984047 10.180906553354577, -2.9943842803984047 9.881468125314736))",-4_11_2,BFA,Sud-Ouest,7.396436485047791e-05,1.85941476795079e-05,2.8990939049608774e-06,1.1347642443624727e-06
"POLYGON ((-2.9943842803984047 10.180906553354577, -2.694945852358564 10.180906553354577, -2.694945852358564 10.480344981394417, -2.9943842803984047 10.480344981394417, -2.9943842803984047 10.180906553354577))",-4_11_5,BFA,Sud-Ouest,5.1283843540520566e-05,6.931879623215016e-05,2.095695930744433e-06,4.042797775460403e-06
"POLYGON ((-2.9943842803984047 10.480344981394417, -2.694945852358564 10.480344981394417, -2.694945852358564 10.779783409434257, -2.9943842803984047 10.779783409434257, -2.9943842803984047 10.480344981394417))",-4_11_8,BFA,Sud-Ouest,0.00013552469520145523,7.135023483853985e-05,5.556194846383813e-06,4.208472519506812e-06
"POLYGON ((-2.694945852358564 9.881468125314736, -2.3955074243187235 9.881468125314736, -2.3955074243187235 10.180906553354577, -2.694945852358564 10.180906553354577, -2.694945852358564 9.881468125314736))",-3_11_0,GHA,Upper West,0.00017762817086957317,2.1464852954932372e-05,6.368464892727631e-06,1.2292914659758223e-06
"POLYGON ((-2.694945852358564 10.180906553354577, -2.3955074243187235 10.180906553354577, -2.3955074243187235 10.480344981394417, -2.694945852358564 10.480344981394417, -2.694945852358564 10.180906553354577))",-3_11_3,GHA,Upper West,0.0001272825214695226,1.2141612165661205e-05,4.7464765894956675e-06,6.251056553396903e-07
"POLYGON ((-2.694945852358564 10.480344981394417, -2.3955074243187235 10.480344981394417, -2.3955074243187235 10.779783409434257, -2.694945852358564 10.779783409434257, -2.694945852358564 10.480344981394417))",-3_11_6,GHA,Upper West,9.86673820800182e-05,5.6700323274695454e-05,4.01568115841203e-06,3.416559439258214e-06
"POLYGON ((-2.3955074243187235 9.881468125314736, -2.096068996278883 9.881468125314736, -2.096068996278883 10.180906553354577, -2.3955074243187235 10.180906553354577, -2.3955074243187235 9.881468125314736))",-3_11_1,GHA,Upper West,4.4070342871138826e-05,3.884155272177701e-05,1.5844485854098945e-06,2.305489353938336e-06
"POLYGON ((-2.3955074243187235 10.480344981394417, -2.096068996278883 10.480344981394417, -2.096068996278883 10.779783409434257, -2.3955074243187235 10.779783409434257, -2.3955074243187235 10.480344981394417))",-3_11_7,GHA,Upper West,1.0841890826027582e-05,8.954502213011188e-05,4.3648624337549594e-07,5.433496702287328e-06
"POLYGON ((-2.096068996278883 9.881468125314736, -1.796630568239043 9.881468125314736, -1.796630568239043 10.180906553354577, -2.096068996278883 10.180906553354577, -2.096068996278883 9.881468125314736))",-3_11_2,GHA,Upper West,4.125619475521901e-06,1.0253671927360216e-05,1.272626660277218e-07,5.936106768741573e-07
