geometry,tile_id,country,region,pos_sig_diff,neg_sig_diff,pos_nonsig_diff,neg_nonsig_diff
"POLYGON ((-0.2994384280398403 9.881468125314736, 0 9.881468125314736, 0 10.180906553354577, -0.2994384280398403 10.180906553354577, -0.2994384280398403 9.881468125314736))",-1_11_2,GHA,Northern,0.00010075536329159161,0.00017086449455889452,0.0003249856904208021,0.0
"POLYGON ((-0.2994384280398403 10.180906553354577, 0 10.180906553354577, 0 10.480344981394417, -0.2994384280398403 10.480344981394417, -0.2994384280398403 10.180906553354577))",-1_11_5,GHA,Northern East,0.0002485450557022274,0.0001902471712590687,0.000448059667603181,0.0
"POLYGON ((-0.2994384280398403 10.480344981394417, 0 10.480344981394417, 0 10.779783409434257, -0.2994384280398403 10.779783409434257, -0.2994384280398403 10.480344981394417))",-1_11_8,GHA,Northern East,0.0003060954963760533,0.00018419999953299494,0.0003049665928381291,0.0
"POLYGON ((0 9.881468125314736, 0.2994384280398403 9.881468125314736, 0.2994384280398403 10.180906553354577, 0 10.180906553354577, 0 9.881468125314736))",0_11_0,GHA,Northern East,3.243857419584636e-05,0.0004319643255964916,0.0,0.00018639274168862508
"POLYGON ((0 10.180906553354577, 0.2994384280398403 10.180906553354577, 0.2994384280398403 10.480344981394417, 0 10.480344981394417, 0 10.180906553354577))",0_11_3,GHA,Northern East,8.62529940672871e-05,0.0004242698676888949,0.0,9.616417971803556e-05
"POLYGON ((0 10.480344981394417, 0.2994384280398403 10.480344981394417, 0.2994384280398403 10.779783409434257, 0 10.779783409434257, 0 10.480344981394417))",0_11_6,GHA,Northern East,0.0002857018679200514,0.0002823282987404307,0.00024014812391415788,0.0
"POLYGON ((0.2994384280398403 10.180906553354577, 0.5988768560796807 10.180906553354577, 0.5988768560796807 10.480344981394417, 0.2994384280398403 10.480344981394417, 0.2994384280398403 10.180906553354577))",0_11_4,GHA,Northern East,7.57743738878513e-05,0.0003423276901319609,0.0,0.00022177380526570254
"POLYGON ((0.2994384280398403 10.480344981394417, 0.5988768560796807 10.480344981394417, 0.5988768560796807 10.779783409434257, 0.2994384280398403 10.779783409434257, 0.2994384280398403 10.480344981394417))",0_11_7,TGO,Savanes,0.00013879575169155117,0.0007771592691640668,0.0,1.6304531962431728e-05
"POLYGON ((0.5988768560796807 10.480344981394417, 0.898315284119521 10.480344981394417, 0.898315284119521 10.779783409434257, 0.5988768560796807 10.779783409434257, 0.5988768560796807 10.480344981394417))",0_11_8,BEN,Atacora,6.87528772132594e-05,0.0007025340050042455,0.0,0.00015184209571042216
"POLYGON ((3.8926995645179265 10.480344981394417, 4.192137992557766 10.480344981394417, 4.192137992557766 10.779783409434257, 3.8926995645179265 10.779783409434257, 3.8926995645179265 10.480344981394417))",4_11_7,NGA,Niger,8.63613408569782e-06,0.001144784924843526,0.0,0.00016942063412228847
